0,2.5,0.4,0.6,1.0
%4.82,281,10
1,0.8,1.2,10,1.4
%3.27,229,-14
2,0.35,0.5,0.5,0.2
%2.95,149,15
3,0.,1,0.2,0.2
%8.32,192,0.3
4,1.8,0.45,0.98,3.6
%6.08,9,30
5,0,1.5,0.8,1.4
%3.62,31.5,16
6,3.7,1.4,0.55,1.6
%4.45,35,-10
7,0,0,0,0
%4.31,67,-54
8,0,0,0,0
